text,label
"intro is painfully uninteresting and the tutorial is uninformative and just as long winded. pc controls are unacceptably bad. Nothing about this experience wants me to play another second of this game.if youre a die hard gta player i could maybe get it. Or if you love westerns. If youre meh on either of those things, save your money and play something that at least attempts to be interesting or enjoyable",Negative
lil bit ass but ight,Positive
Just buy Fallout New Vegas instead,Negative
Skeleton man SillySkeleton man FunnySkeleton man Scary,Positive
fun!!,Positive
Good game,Positive
"Gameplay is great, just like the first. Setting not as cool as the original, I liked how the original emphasised the whole virus outbreak thing. It is there in this one, but is just not as emphasised, so the post apocalyptic setting could be caused by anything.The story is kind of lame and boring. Very unimaginative, no emotional  investment in the characters. The enemies are banal. There is no serious thematic explanation as to why they are the bad guys. I suppose you could try to get invested with the audio lore etc, but I felt the original did this better with the post virus apocalypse.",Positive
"Unfocused nightmare and extremely clunky. I do like the humorous cutscenes, though.",Negative
very enjoyable game,Positive
Up the Shagging reds,Positive
"If you thought previous spider-man game was mid, don't play this game.Arkham series set the bar too high. I couldn't enjoy most of the game. Bad gameplay loop, mid mechanics, bad villains.I forced myself to play to the end but right at the end I figured out I didn't care about the characters and stopped playing.",Negative
good,Positive
i have 20cm,Negative
I finally did it. I played through the entire game!,Negative
Love the atmosphere of this game along with it being great either alone or with friends. This game is easier with at least 1 buddy and can be much more challenging if you are alone on later chapters of the game. It is doable so don't worry if you're on your own.,Positive
Garbage,Negative
"I get what it's going for, I can see where others might enjoy this... but it just feels annoying. Like, why would party members randomly fall out of formation? Your front guard would never find himself at the rear in IRL engagements... it's a game made to purposefully be tedious, and I honestly doubt I'll have more fun in an hour or two than I already have had.",Negative
hes black if your into that,Negative
Product received for freeits amazing,Positive
good game,Positive
I'm not particularly fond of it,Negative
Bad Game,Negative
funfunfunfunfunfunfunfunfunfunfunfunfun,Positive
THIS GAME NEEDS A LOT WORK GRAPHICALLY BUT THE GAME PLAY IS DIFFERENT FROM LAST YEARI JUST UPDATED TO THIS PATCH NOW SOME PLAYERS ARE MISSING SHOES WHICH SUCKS NOW 2K COULD DOA BETTER JOB I HOPE THEY FIX THIS PROBLEM WITH A UPDATE.,Negative
Early Access ReviewIt is hell.,Positive
"Even when I turn the graphics to the minimum, I still get around 25 frames per second. Poor optimization.",Negative
THIS GAME FOR TEST HACK. GG VALVE,Negative
"It's not that bad, maybe worth a play but certainly not with the asking price.feels the same as D3 with additional features. Open world system is pretty cool, but that's it.",Negative
Early Access Reviewfun,Positive
unfinished,Negative
A Decent Game I cant figure out how to enjoy.,Negative
"a paint by numbers AAA game. youve already played this game in 20 other games.don't waste your money even if the story's great. it's a 30 hour high budget b movie.tried it on ps4, thought i'd try it again years later, its even WORSE than i remember.",Negative
"Still some bugs, but if I am being honest, the game is much more than I expected, the base vanilla game has so many features that used to be mods I previously downloaded. I would recommend.",Positive
I'm Dave and this game made me Hungry!,Positive
Product refundedNah he tweakin,Negative
i never cease to be amazed that ea can consistently make the game worse and worse each year,Negative
"Bouhght the game, registered. Flatlines everytime i try to run it, CD PROJEKT is the worst",Negative
Still a great game,Positive
"very yes, yes yes yes yes yes yes",Positive
No NPC's strictly a building sim with environmental challenges.  No real story I can see as far as I played it.  If you like building things with no story or have a large group of friends it may be good but not for me.,Negative
